               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 131,            0.038023,           0.0081772,            0.012519,             0.99687,                   1,               0.995,             0.88471,            0.035762,           0.0041962,            0.013314,             0.00571,             0.00571,             0.00571
                 132,            0.035342,           0.0078693,            0.011628,             0.99748,                   1,               0.995,             0.81937,            0.037242,           0.0045181,            0.013153,            0.005677,            0.005677,            0.005677
                 133,            0.036047,           0.0075821,            0.011371,              0.9975,                   1,               0.995,             0.89452,            0.035411,           0.0042429,             0.01324,            0.005644,            0.005644,            0.005644
                 134,            0.034124,           0.0066881,            0.011753,             0.99752,                   1,               0.995,             0.90538,            0.035744,           0.0040608,             0.01339,            0.005611,            0.005611,            0.005611
                 135,             0.03437,           0.0070371,            0.011876,             0.99847,                   1,               0.995,             0.88743,            0.035888,           0.0041729,             0.01326,            0.005578,            0.005578,            0.005578
                 136,            0.036272,           0.0072815,            0.012199,              0.9982,                   1,               0.995,              0.8421,            0.037959,           0.0046057,            0.013142,            0.005545,            0.005545,            0.005545
                 137,            0.035577,           0.0074212,            0.011937,             0.99725,                   1,               0.995,             0.94407,             0.03469,           0.0039658,            0.013146,            0.005512,            0.005512,            0.005512
                 138,            0.034636,            0.007541,            0.011618,             0.99696,                   1,               0.995,             0.91389,            0.035013,           0.0040539,            0.013274,            0.005479,            0.005479,            0.005479
                 139,            0.036172,           0.0080838,            0.012119,             0.99694,                   1,               0.995,             0.87807,            0.035552,           0.0042093,             0.01317,            0.005446,            0.005446,            0.005446
                 140,            0.034065,           0.0067636,            0.012093,             0.99757,                   1,               0.995,              0.8219,            0.037602,           0.0044073,             0.01308,            0.005413,            0.005413,            0.005413
                 141,             0.03358,           0.0070429,            0.011509,             0.99785,                   1,               0.995,             0.87218,            0.035734,           0.0042682,             0.01303,             0.00538,             0.00538,             0.00538
                 142,            0.036894,           0.0081187,            0.012206,             0.99783,                   1,               0.995,             0.82611,            0.038762,           0.0044568,            0.013031,            0.005347,            0.005347,            0.005347
                 143,            0.037483,           0.0075835,            0.011928,               0.997,                   1,               0.995,             0.89983,            0.036059,           0.0042738,            0.013129,            0.005314,            0.005314,            0.005314
                 144,            0.036019,           0.0077516,            0.012114,             0.99788,                   1,               0.995,             0.95134,            0.034754,           0.0041327,             0.01312,            0.005281,            0.005281,            0.005281
                 145,            0.034495,           0.0070834,            0.012463,             0.99726,                   1,               0.995,             0.94057,            0.034633,           0.0039409,            0.013015,            0.005248,            0.005248,            0.005248
                 146,            0.034136,           0.0066665,            0.010958,             0.99743,                   1,               0.995,             0.81894,            0.039704,            0.004316,            0.013232,            0.005215,            0.005215,            0.005215
                 147,            0.035529,           0.0070986,            0.011808,             0.99786,                   1,               0.995,             0.90133,             0.03496,           0.0039876,            0.013121,            0.005182,            0.005182,            0.005182
                 148,            0.034596,           0.0068991,            0.012397,             0.99706,                   1,               0.995,             0.91052,            0.034591,           0.0040188,            0.013132,            0.005149,            0.005149,            0.005149
                 149,            0.031876,           0.0069374,            0.010986,             0.99704,                   1,               0.995,             0.92856,            0.034727,           0.0038578,            0.013178,            0.005116,            0.005116,            0.005116
                 150,            0.033287,           0.0074352,            0.010568,             0.99862,                   1,               0.995,             0.88752,            0.034912,           0.0040119,            0.013129,            0.005083,            0.005083,            0.005083
                 151,            0.033131,           0.0071186,             0.01122,             0.99957,                   1,               0.995,             0.87115,            0.035371,           0.0038705,            0.013111,             0.00505,             0.00505,             0.00505
                 152,            0.035313,           0.0071011,            0.011963,             0.99873,                   1,               0.995,             0.91644,            0.034864,           0.0040457,            0.013196,            0.005017,            0.005017,            0.005017
                 153,            0.034082,           0.0074087,            0.011744,             0.99944,                   1,               0.995,             0.89932,            0.035378,           0.0040351,            0.013098,            0.004984,            0.004984,            0.004984
                 154,            0.032993,           0.0065694,             0.01113,              0.9992,                   1,               0.995,             0.88154,            0.037104,           0.0041088,             0.01299,            0.004951,            0.004951,            0.004951
                 155,            0.034415,           0.0076411,            0.011928,             0.99964,                   1,               0.995,             0.92114,            0.034836,           0.0041144,             0.01317,            0.004918,            0.004918,            0.004918
                 156,            0.034337,           0.0078318,            0.011913,             0.99716,             0.99998,               0.995,             0.89757,            0.035631,           0.0042289,            0.013045,            0.004885,            0.004885,            0.004885
                 157,            0.034129,           0.0067795,            0.011417,             0.99691,                   1,               0.995,             0.91737,            0.035156,           0.0040916,            0.013059,            0.004852,            0.004852,            0.004852
