               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 136,            0.023375,           0.0074511,           0.0062204,             0.99846,              0.9947,               0.995,             0.92473,            0.022673,           0.0047171,           0.0067691,            0.005545,            0.005545,            0.005545
                 137,            0.023254,           0.0075923,           0.0062712,              0.9983,              0.9947,               0.995,             0.92723,            0.022603,            0.004553,           0.0067646,            0.005512,            0.005512,            0.005512
                 138,            0.023176,           0.0072627,           0.0062747,             0.99865,             0.99471,               0.995,              0.9339,            0.022379,           0.0045745,           0.0067428,            0.005479,            0.005479,            0.005479
                 139,            0.022785,           0.0072855,           0.0062454,                   1,             0.99209,               0.995,             0.93249,            0.022497,           0.0046161,            0.006664,            0.005446,            0.005446,            0.005446
                 140,            0.022993,           0.0070937,           0.0061681,             0.99996,             0.99206,             0.99418,             0.92629,            0.022578,           0.0045048,           0.0066472,            0.005413,            0.005413,            0.005413
                 141,            0.023027,           0.0074032,           0.0061714,             0.99976,             0.99206,             0.99423,             0.93354,            0.022396,           0.0045282,           0.0067215,             0.00538,             0.00538,             0.00538
                 142,            0.022768,            0.007051,           0.0061606,             0.99736,             0.99444,               0.995,              0.9285,             0.02249,           0.0046944,           0.0067816,            0.005347,            0.005347,            0.005347
                 143,            0.022546,            0.007049,           0.0059563,             0.99981,             0.99207,               0.995,             0.92241,            0.022504,           0.0047182,            0.006757,            0.005314,            0.005314,            0.005314
                 144,            0.022022,           0.0068646,           0.0060464,             0.99749,              0.9947,               0.995,             0.92828,            0.022422,           0.0045019,           0.0067213,            0.005281,            0.005281,            0.005281
                 145,            0.023132,           0.0071318,           0.0063182,             0.99968,             0.99206,             0.99495,             0.92948,            0.022578,           0.0045149,             0.00668,            0.005248,            0.005248,            0.005248
                 146,            0.022915,           0.0069227,           0.0062548,             0.99993,             0.99206,               0.995,             0.93211,            0.022495,           0.0046231,           0.0067706,            0.005215,            0.005215,            0.005215
                 147,            0.023091,           0.0070289,           0.0064039,             0.99849,             0.99735,               0.995,             0.92746,            0.022455,           0.0045337,           0.0067668,            0.005182,            0.005182,            0.005182
